,ltable_name,ltable_description,ltable_price,rtable_name,rtable_description,rtable_price,alteredAttributes,droppedValues,copiedValues,nomatch_score,match_score,attr_count
0,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",544.07,"('rtable_price',)",[nan],[544.07],0.24593686,0.7540631,2
23,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,bose sl2 wireless surround link,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('rtable_name',)",['canon powershot sd1100 is digital elph camera rhythm & blue 2512b001'],['bose sl2 wireless surround link'],0.1250901,0.8749099,2
22,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",299.88,"('rtable_price',)",[nan],[299.88],0.24593686,0.7540631,2
20,canon silver 8.0 megapixel powershot digital camera sd1100is,canon black 8.0 megapixel powershot digital camera a590is 8.0 megapixels 4x optical zoom optical image stabilizer large bright 2.5 ' lcd 19 shooting modes red-eye correction isaps technology face detection technology motion detection technology black finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('ltable_description', 'ltable_price')","[""canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish"", nan]","[""canon black 8.0 megapixel powershot digital camera a590is 8.0 megapixels 4x optical zoom optical image stabilizer large bright 2.5 ' lcd 19 shooting modes red-eye correction isaps technology face detection technology motion detection technology black finish"", nan]",0.39055282,0.6094472,2
19,canon black 8.0 megapixel powershot digital camera a590is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('ltable_name', 'ltable_price')","['canon silver 8.0 megapixel powershot digital camera sd1100is', nan]","['canon black 8.0 megapixel powershot digital camera a590is', nan]",0.24922189,0.7507781,2
18,canon black 8.0 megapixel powershot digital camera a590is,canon black 8.0 megapixel powershot digital camera a590is 8.0 megapixels 4x optical zoom optical image stabilizer large bright 2.5 ' lcd 19 shooting modes red-eye correction isaps technology face detection technology motion detection technology black finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('ltable_name', 'ltable_description')","['canon silver 8.0 megapixel powershot digital camera sd1100is', ""canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish""]","['canon black 8.0 megapixel powershot digital camera a590is', ""canon black 8.0 megapixel powershot digital camera a590is 8.0 megapixels 4x optical zoom optical image stabilizer large bright 2.5 ' lcd 19 shooting modes red-eye correction isaps technology face detection technology motion detection technology black finish""]",0.47505862,0.5249414,2
17,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('ltable_price',)",[nan],[nan],0.22275229,0.7772477,2
16,canon silver 8.0 megapixel powershot digital camera sd1100is,canon black 8.0 megapixel powershot digital camera a590is 8.0 megapixels 4x optical zoom optical image stabilizer large bright 2.5 ' lcd 19 shooting modes red-eye correction isaps technology face detection technology motion detection technology black finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('ltable_description',)","[""canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish""]","[""canon black 8.0 megapixel powershot digital camera a590is 8.0 megapixels 4x optical zoom optical image stabilizer large bright 2.5 ' lcd 19 shooting modes red-eye correction isaps technology face detection technology motion detection technology black finish""]",0.39055282,0.6094472,2
15,canon black 8.0 megapixel powershot digital camera a590is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('ltable_name',)",['canon silver 8.0 megapixel powershot digital camera sd1100is'],['canon black 8.0 megapixel powershot digital camera a590is'],0.24922189,0.7507781,2
14,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",499.0,"('rtable_price',)",[nan],[499.0],0.24593686,0.7540631,2
13,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('rtable_price',)",[nan],[nan],0.22275229,0.7772477,2
24,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",249.0,"('rtable_price',)",[nan],[249.0],0.24593681,0.75406325,2
12,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",341.72,"('rtable_price',)",[nan],[341.72],0.24593672,0.7540633,2
10,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",405.97,"('rtable_price',)",[nan],[405.97],0.24593686,0.7540631,2
9,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon fs11 digital camcorder 2685b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('rtable_name',)",['canon powershot sd1100 is digital elph camera rhythm & blue 2512b001'],['canon fs11 digital camcorder 2685b001'],0.48937675,0.5106232,2
8,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('ltable_price',)",[nan],[nan],0.22275229,0.7772477,2
6,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('rtable_description', 'rtable_price')","['canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue', nan]","['canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver', nan]",0.18397622,0.8160237,2
5,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('rtable_name', 'rtable_price')","['canon powershot sd1100 is digital elph camera rhythm & blue 2512b001', nan]","['canon powershot sd1100 is digital elph camera swing silver 2508b001', nan]",0.121161856,0.87883806,2
4,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('rtable_name', 'rtable_description')","['canon powershot sd1100 is digital elph camera rhythm & blue 2512b001', 'canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue']","['canon powershot sd1100 is digital elph camera swing silver 2508b001', 'canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver']",0.102644354,0.8973556,2
3,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('rtable_price',)",[nan],[nan],0.22275229,0.7772477,2
2,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('rtable_description',)","['canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue']","['canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver']",0.18397622,0.8160237,2
1,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('rtable_name',)",['canon powershot sd1100 is digital elph camera rhythm & blue 2512b001'],['canon powershot sd1100 is digital elph camera swing silver 2508b001'],0.121161856,0.87883806,2
11,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon fs10 digital camcorder 2686b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('rtable_name',)",['canon powershot sd1100 is digital elph camera rhythm & blue 2512b001'],['canon fs10 digital camcorder 2686b001'],0.48937675,0.5106232,2
25,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,bose sl2 wireless surround link,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",249.0,"('rtable_name', 'rtable_price')","['canon powershot sd1100 is digital elph camera rhythm & blue 2512b001', nan]","['bose sl2 wireless surround link', 249.0]",0.10337108,0.8966289,2
7,canon silver 8.0 megapixel powershot digital camera sd1100is,canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish,,canon powershot sd1100 is digital elph camera swing silver 2508b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver",,"('rtable_name', 'rtable_description', 'rtable_price')","['canon powershot sd1100 is digital elph camera rhythm & blue 2512b001', 'canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue', nan]","['canon powershot sd1100 is digital elph camera swing silver 2508b001', 'canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera swing silver', nan]",0.102644354,0.8973556,3
21,canon black 8.0 megapixel powershot digital camera a590is,canon black 8.0 megapixel powershot digital camera a590is 8.0 megapixels 4x optical zoom optical image stabilizer large bright 2.5 ' lcd 19 shooting modes red-eye correction isaps technology face detection technology motion detection technology black finish,,canon powershot sd1100 is digital elph camera rhythm & blue 2512b001,"canon powershot sd1100 is 8 megapixels , iso 1600 , 3x optical zoom digital camera rhythm & blue",,"('ltable_name', 'ltable_description', 'ltable_price')","['canon silver 8.0 megapixel powershot digital camera sd1100is', ""canon silver 8.0 megapixel powershot digital camera sd1100is 8.0 megapixel 3x optical zoom 2.5 ' color lcd 18 shooting modes red-eye correction face detection technology isaps technology swing silver finish"", nan]","['canon black 8.0 megapixel powershot digital camera a590is', ""canon black 8.0 megapixel powershot digital camera a590is 8.0 megapixels 4x optical zoom optical image stabilizer large bright 2.5 ' lcd 19 shooting modes red-eye correction isaps technology face detection technology motion detection technology black finish"", nan]",0.47505862,0.5249414,3
